job_title,job_url,company_name,experience,salary,location,skills,description,search_keyword,search_location,scraped_at,source
Data Analyst,https://www.naukri.com/job-listings-data-analyst-vipany-global-solutions-pune-3-to-6-years-011225025435,Vipany Management Consulting,3-6 Yrs,Not Disclosed,Hybrid - Pune,"Tableau, SQL, python, Advanced Excel, Data analysis, Excel, Data, Save",N/A,data-analyst,pune,2025-12-04 12:14:08,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-aumni-techworks-pune-9-to-14-years-201125503467,Aumni Techworks,9-14 Yrs,Not Disclosed,Pune,"data cleansing, Automation, Aviation, Analytical, Process improvement, Machine learning, Data quality, Software services, Save",N/A,data-analyst,pune,2025-12-04 12:14:08,Naukri
Data Analyst - Adobe Target,https://www.naukri.com/job-listings-data-analyst-adobe-target-merkle-inc-pune-madhubani-2-to-4-years-201125501789,Merkle B2b,2-4 Yrs,Not Disclosed,"Pune, Madhubani","Analytical skills, adobe analytics, Web analytics, MS Office tools, HTML, Data Analyst, SDK, Digital marketing, Save",N/A,data-analyst,pune,2025-12-04 12:14:09,Naukri
Data Analyst (Python),https://www.naukri.com/job-listings-data-analyst-python-kpmg-assurance-and-consulting-services-llp-pune-gurugram-bengaluru-6-to-9-years-290925018809,KPMG Assurance and Consulting Services LLP,6-9 Yrs,Not Disclosed,"Pune, Gurugram, Bengaluru","Pyspark, python, Credit Risk, Spark, SQL, Credit Risk Management, Data Analytics, ETL, Save",N/A,data-analyst,pune,2025-12-04 12:14:09,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-lektronix-noida-new-delhi-pune-bengaluru-1-to-3-years-151025501401,Lektronix,1-3 Yrs,Not Disclosed,"Pune, Noida, New Delhi, Bengaluru","Computer science, Change management, Automation, Data modeling, Data Analyst, Data analytics, Data mining, Continuous improvement, Save",N/A,data-analyst,pune,2025-12-04 12:14:10,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-maddisoft-solutions-hyderabad-pune-7-to-10-years-171025001137,https://maddisoft.com/about/,7-10 Yrs,Not Disclosed,"Pune, Hyderabad","Power Bi, Data Analysis, Data Reporting, Python, Reporting, Data, Analysis, Bi, Save",N/A,data-analyst,pune,2025-12-04 12:14:10,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-syngenta-pune-5-to-10-years-101125003953,Syngenta,5-10 Yrs,Not Disclosed,Pune,"Etl Process, ETL, PLM, Mdg, Data Migration, Data Management, MDM, Data Analytics, Save",N/A,data-analyst,pune,2025-12-04 12:14:11,Naukri
Azure Data Analyst,https://www.naukri.com/job-listings-azure-data-analyst-capgemini-noida-hyderabad-pune-4-to-9-years-021225012762,Capgemini,4-9 Yrs,Not Disclosed,"Hybrid - Pune, Noida, Hyderabad","Gen Ai, Power BI, Azure data lake, SQL, Python, Azure data factory, Snowflake, Aiml, Save",N/A,data-analyst,pune,2025-12-04 12:14:11,Naukri
Data Engineer / Data Analyst (Hybrid Role),https://www.naukri.com/job-listings-data-engineer-data-analyst-hybrid-role-accion-labs-pune-bengaluru-mumbai-all-areas-9-to-14-years-261125035163,Accion Labs,9-14 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","SQL, Python, Airflow, GCP, Bigquery, Redshift Aws, Statistical Analyses, Spark, Save",N/A,data-analyst,pune,2025-12-04 12:14:11,Naukri
Data Analyst with Hadoop,https://www.naukri.com/job-listings-data-analyst-with-hadoop-asky-services-hyderabad-pune-gurugram-bengaluru-5-to-7-years-270825502639,Asky Services Llp,5-7 Yrs,Not Disclosed,"Pune, Hyderabad, Gurugram, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, Save",N/A,data-analyst,pune,2025-12-04 12:14:12,Naukri
Winfrox Hiring Remote Data Analysts,https://www.naukri.com/job-listings-winfrox-hiring-remote-data-analysts-digital-solution-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-4-years-300725501563,Digital Solution Tech,0-4 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Data analysis, tableau, Usage, Excel, data manipulation, Analytical, power bi, Data Analyst, Save",N/A,data-analyst,pune,2025-12-04 12:14:23,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kansal-corporate-solutions-pune-bengaluru-mumbai-all-areas-mangalore-3-to-5-years-241125031735,Osfin,3-5 Yrs,8-11 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas), Mangalore","Data Analysis, Advanced Excel, Database Development, SQL, Data, Analysis, Excel, DBMS, Save",N/A,data-analyst,pune,2025-12-04 12:14:24,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-novel-office-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-050525502090,Novel Office,0-2 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Analytical skills, Data validation, Excel, VLOOKUP, Report writing, MySQL, Data collection, Data Analyst, Save",N/A,data-analyst,pune,2025-12-04 12:14:24,Naukri
Tech Analyst-DATA-CCO Sh.Serv.,https://www.naukri.com/job-listings-tech-analyst-data-cco-sh-serv-deutsche-bank-pune-2-to-6-years-011225505833,Deutsche Bank,2-6 Yrs,Not Disclosed,Pune,"Maven, Front end, GIT, Wealth management, Test management, Javascript, Agile, German, Save",N/A,data-analyst,pune,2025-12-04 12:14:24,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-primohunt-corporate-pune-0-to-3-years-110722502690,Primohunt Corporate,0-3 Yrs,Not Disclosed,Pune,"Analytical skills, Market study, Data analysis, Google Analytics, Coding, Database, Webtrends, Data Analyst, Save",N/A,data-analyst,pune,2025-12-04 12:14:25,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-improx-data-and-cloud-consulting-pvt-ltd-pune-0-to-2-years-311022501968,Improx Data And Cloud Consulting,0-2 Yrs,Not Disclosed,Pune,"Operations Analyst, Data management, Coding, Data collection, Test cases, Continuous improvement, Information technology, SQL, Save",N/A,data-analyst,pune,2025-12-04 12:14:26,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-sfour-media-private-limited-pune-1-to-3-years-280725500776,Sfour Media,1-3 Yrs,Not Disclosed,Pune,"database maintenance, python, data analytics, data analysis, sas, data mining, predictive analytics, business analysis, Save",N/A,data-analyst,pune,2025-12-04 12:14:26,Naukri
Looking For immediate joiners - Lab Data Analyst-Python Programming,https://www.naukri.com/job-listings-looking-for-immediate-joiners-lab-data-analyst-python-programming-iqvia-pune-bengaluru-mumbai-all-areas-2-to-5-years-051125000118,IQVIA,2-5 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","PYTHON PROGRAMMING, Pyspark, Python Data Analytics, Python Data, PYTHON SCRIPTING, Numpy, Python, Program, Save",N/A,data-analyst,pune,2025-12-04 12:14:27,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-entytle-iinc-pune-0-to-5-years-010524501422,Entytle,0-5 Yrs,Not Disclosed,Pune,"Computer science, Data analysis, SAP, Intern, Analytical, Perl, Oracle, Data mining, Save",N/A,data-analyst,pune,2025-12-04 12:14:27,Naukri
Data Analyst BA,https://www.naukri.com/job-listings-data-analyst-ba-capco-technologies-pvt-ltd-pune-7-to-12-years-191125502798,Capco,7-12 Yrs,Not Disclosed,Pune,"Unix, Agile, Scrum, Data quality, Test cases, Visio, JIRA, Financial services, Save",N/A,data-analyst,pune,2025-12-04 12:14:28,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-caliche-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-061124503717,Caliche,3-6 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, Save",N/A,data-analyst,pune,2025-12-04 12:14:28,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-sampoorna-consultants-pune-2-to-5-years-051125014314,Leading Client of Sampoorna,2-5 Yrs,Not Disclosed,Pune,"Power Bi, Data Analysis, Data Analytics, Mmm, Data Reporting, Advanced Analytics, Data Visualization, Marketing Mix, Save",N/A,data-analyst,pune,2025-12-04 12:14:28,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-rohan-builders-developers-nagar-pune-4-to-8-years-170325500866,Rohan Builders & Developers,4-8 Yrs,Not Disclosed,"Pune, Nagar","data analysis, data analytics, data interpretation, design development, data mining, strong analytical skills, power bi, process improvement, Save",N/A,data-analyst,pune,2025-12-04 12:14:29,Naukri
Data Analyst - Python Programming,https://www.naukri.com/job-listings-data-analyst-python-programming-zorba-consulting-pune-4-to-6-years-121125919008,Leading Client,4-6 Yrs,Not Disclosed,Remote,"Data Analyst, Power BI, Data Visualization, Data Visualization Tools, SQL Server, Data Modeling, Tableau, Data Warehousing, Save",N/A,data-analyst,pune,2025-12-04 12:14:30,Naukri
Data Verification Analyst,https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433,Foundation Ai,0-5 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining, Save",N/A,data-analyst,pune,2025-12-04 12:14:30,Naukri
data governance analyst,https://www.naukri.com/job-listings-data-governance-analyst-sightspectrum-pune-chennai-bengaluru-6-to-11-years-191125014837,Sightspectrum,6-11 Yrs,22.5-32.5 Lacs PA,"Pune, Chennai, Bengaluru","Data Stewardship, Data Catalog, Data Governance, Data Quality Management, Governance, Data Governance Analyst, Data, Stewardship, Save",N/A,data-analyst,pune,2025-12-04 12:14:31,Naukri
Data Expert (Data Modeller + Data Analyst)- Immediate Joiners only,https://www.naukri.com/job-listings-data-expert-data-modeller-data-analyst-immediate-joiners-only-zetamicron-technologies-pune-chennai-7-to-12-years-251125027343,Zetamicron Technologies,7-12 Yrs,15-25 Lacs PA,"Pune, Chennai","Gcp Bigquery, Data Modeling, Erwin, SQL, Data Mapping, Agile Methodology, Data Analysis, GCP, Save",N/A,data-analyst,pune,2025-12-04 12:14:31,Naukri
Data Analyst and Consultant,https://www.naukri.com/job-listings-data-analyst-and-consultant-edge-executive-search-pune-bengaluru-delhi-ncr-4-to-9-years-141125022996,Client of EDGE,4-9 Yrs,Not Disclosed,"Pune, Bengaluru, Delhi / NCR","Life Sciences, Consulting, Data Analytics, Business Consulting, Technical, Strategy Consulting, Analytics, SQL, Save",N/A,data-analyst,pune,2025-12-04 12:14:32,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kairos-technologies-pune-5-to-8-years-101125003393,Kairos Technologies,5-8 Yrs,13-15 Lacs PA,Hybrid - Pune,"Pyspark, Azure Datafactory, Azure Databricks, Data Analytics, Python, Data Modeling, Data analysis, Data, Save",N/A,data-analyst,pune,2025-12-04 12:14:32,Naukri
GRC Data Analyst,https://www.naukri.com/job-listings-grc-data-analyst-maerskglobalservicescentres-india-pvtltd-pune-6-to-8-years-071125916219,A.P. Moller Maersk,6-8 Yrs,Not Disclosed,Pune,"data science, data analysis tools, data analysis, data analytics, visualization tools, programming languages, risk mitigation, data analyst, Save",N/A,data-analyst,pune,2025-12-04 12:14:33,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-reliance-games-pune-2-to-5-years-130921500438,Reliance Games,2-5 Yrs,Not Disclosed,Pune,"Communication Skills, R, Social Media, Analytical Skills, Data Analysis, Data Visualization, Data Analyst, Tableau, Save",N/A,data-analyst,pune,2025-12-04 12:14:45,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-awesome-analytics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-290425501607,Awesome Analytics,1-4 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","excel, macros, data analysis, vba, mis, advanced excel, msbi, Save",N/A,data-analyst,pune,2025-12-04 12:14:45,Naukri
Exciting Data Analysts,https://www.naukri.com/job-listings-exciting-data-analysts-digital-solution-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-010825502005,Digital Solution Tech,1-3 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Procurement, Computer science, Construction, Excel, Analytical, power bi, Data quality, Data Analyst, Save",N/A,data-analyst,pune,2025-12-04 12:14:46,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-xpressbees-pune-2-to-3-years-061125016752,Xpressbees,2-3 Yrs,5-6 Lacs PA,Pune,"Python, SQL, Power Bi, Data Analysis, Advanced Excel, Tableau, Analysis, Excel, Save",N/A,data-analyst,pune,2025-12-04 12:14:47,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-webkit24-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-220525505987,Webkit24,4-7 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","excel, tableau, gcp, data integration tools, power bi, aws, communication skills, Bi, Save",N/A,data-analyst,pune,2025-12-04 12:14:47,Naukri
Data Analyst L3,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-pune-3-to-5-years-141125934408,Wipro,3-5 Yrs,Not Disclosed,Pune,"hadoop, analytics, database, automation, data validation, business analytics, data integration, sales, Save",N/A,data-analyst,pune,2025-12-04 12:14:48,Naukri
Data Analyst L4,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-pune-5-to-8-years-141125933944,Wipro,5-8 Yrs,Not Disclosed,Pune,"data engineering, analytics, database, automation, data validation, business analytics, data integration, sales, Save",N/A,data-analyst,pune,2025-12-04 12:14:48,Naukri
Data Analyst L4,https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-pune-5-to-8-years-101125916366,Wipro,5-8 Yrs,Not Disclosed,Pune,"data governance, analytics, database, automation, data validation, business analytics, data integration, sales, Save",N/A,data-analyst,pune,2025-12-04 12:14:49,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-caratlane-a-tata-product-pune-2-to-6-years-280425506322,Caratlane,2-6 Yrs,Not Disclosed,Pune,"sap, data analysis, continuous development, epr, bi, power bi, sap analytics cloud, problem solving, Save",N/A,data-analyst,pune,2025-12-04 12:14:50,Naukri
CSAT Data Analyst - PowerBI,https://www.naukri.com/job-listings-csat-data-analyst-powerbi-akzonobel-pune-4-to-9-years-111125042645,AkzoNobel,4-9 Yrs,Not Disclosed,Hybrid - Pune,"Vba Excel, Power Bi, Survey Analysis, CSAT, Azure, Data Visualization, Advanced Excel, Databricks, Save",N/A,data-analyst,pune,2025-12-04 12:14:51,Naukri
Programmer / Data Analyst,https://www.naukri.com/job-listings-programmer-data-analyst-indo-fuji-information-technologies-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-160724500800,Indo Fuji Information Technologies,3-6 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing, Save",N/A,data-analyst,pune,2025-12-04 12:14:51,Naukri
Data Governance Analyst (Data Lake),https://www.naukri.com/job-listings-data-governance-analyst-data-lake-barclays-shared-services-pune-2-to-5-years-300625500275,Barclays,2-5 Yrs,Not Disclosed,Pune,"risk management, data analytics, data analysis, big data, etl, change management, data profiling, Governance, Save",N/A,data-analyst,pune,2025-12-04 12:14:52,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kairos-technologies-pune-chennai-bengaluru-6-to-8-years-071125022242,Kairos Technologies,6-8 Yrs,12-14 Lacs PA,"Hybrid - Pune, Chennai, Bengaluru","Snowflake, Tableau, SQL, Data analysis, Data, Save",N/A,data-analyst,pune,2025-12-04 12:14:53,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-caratlane-a-tata-product-pune-3-to-4-years-280425506316,Caratlane,3-4 Yrs,Not Disclosed,Pune,"quicksight, python, cloudstack, data analysis, modeling, continuous development, bi, presentation skills, Save",N/A,data-analyst,pune,2025-12-04 12:14:53,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-exzeo-software-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-260825501703,Exzeo Software,4-5 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","GIS, IT services, Postgresql, Analytical, JSON, MongoDB, Selenium, Analytics, Save",N/A,data-analyst,pune,2025-12-04 12:14:54,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-caratlane-a-tata-product-pune-4-to-6-years-280425506330,Caratlane,4-6 Yrs,Not Disclosed,Pune,"sap, data analysis, bi, power bi, pivot table, sap analytics cloud, bo, report automation, Save",N/A,data-analyst,pune,2025-12-04 12:14:55,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-cerebra-hyderabad-pune-bengaluru-5-to-10-years-061125031342,Cerebra,5-10 Yrs,Not Disclosed,"Pune, Hyderabad, Bengaluru","Data Analyst, Epic OR Cerner OR Athena and Oracle FDI, and Unix for ETL, PowerDesigner, Healthcare domain knowledge, ER/Studio, ERwin, SQL, Save",N/A,data-analyst,pune,2025-12-04 12:14:55,Naukri
Payer Data Analyst,https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-170323502157,Star4rall It Solutions,3-7 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare, Save",N/A,data-analyst,pune,2025-12-04 12:14:56,Naukri
Data Analyst (Tableau+Alteryx),https://www.naukri.com/job-listings-data-analyst-tableau-alteryx-biz-infotecno-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-130125502644,Biz Tecno,4-9 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi, Save",N/A,data-analyst,pune,2025-12-04 12:14:57,Naukri
Workday Data Analyst,https://www.naukri.com/job-listings-workday-data-analyst-quarks-noida-pune-bengaluru-4-to-8-years-250925501896,Quarks Technosoft,4-8 Yrs,Not Disclosed,"Pune, Noida, Bengaluru","Change management, Data management, Data modeling, Analytical, Data collection, Data quality, Manager Quality Control, Powerpoint, Save",N/A,data-analyst,pune,2025-12-04 12:14:57,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-mhtechin-pune-2-to-5-years-300925502777,Mhtechin,2-5 Yrs,Not Disclosed,Pune,"Computer science, Data analysis, PDF, Analytical, Data quality, Internship, Analytics, Product marketing, Save",N/A,data-analyst,pune,2025-12-04 12:15:09,Naukri
Online Data Analyst,https://www.naukri.com/job-listings-online-data-analyst-carnivore-style-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-110725509015,Carnivore Style,1-6 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Computer science, Hospitality, Data analysis, Google Analytics, Web analytics, Social media, E-commerce, Data Analyst, Save",N/A,data-analyst,pune,2025-12-04 12:15:10,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-barclays-shared-services-pune-1-to-7-years-141125500680,Barclays,1-7 Yrs,Not Disclosed,Pune,"data cleansing, Automation, Operational excellence, Analytical, Data quality, Business strategy, Assistant Vice President, Operations, Save",N/A,data-analyst,pune,2025-12-04 12:15:11,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-rudra-anlytics-pune-3-to-8-years-240924502732,RUDRA ANLYTICS,3-8 Yrs,Not Disclosed,Pune,"Data analysis, Automation, data security, Data collection, Predictive modeling, Data quality, Advanced Excel, Data mining, Save",N/A,data-analyst,pune,2025-12-04 12:15:11,Naukri
Inviting Data Analysts,https://www.naukri.com/job-listings-inviting-data-analysts-fusemachines-pune-10-to-15-years-121125501795,Fusemachines,10-15 Yrs,Not Disclosed,Pune,"Data analysis, Manager Quality Assurance, GIT, Data modeling, Analytical, Diversity and Inclusion, power bi, data integrity, Save",N/A,data-analyst,pune,2025-12-04 12:15:12,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-tudip-technologies-pvt-ltd-pune-2-to-7-years-290925502713,Tudip Technologies,2-7 Yrs,Not Disclosed,Pune,"Automation, Data analysis, Manager Quality Assurance, Analytical, Data collection, Data quality, microsoft, Recruitment, Save",N/A,data-analyst,pune,2025-12-04 12:15:13,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-john-crane-sealing-systems-india-pvt-ltd-pune-2-to-6-years-230125505549,John Crane Sealing Systems India,2-6 Yrs,Not Disclosed,Pune,"snowflake, data analysis, modeling, data manipulation, bi, power bi, data warehousing, business analysis, Save",N/A,data-analyst,pune,2025-12-04 12:15:13,Naukri
Data Governance Analyst (Data Lake),https://www.naukri.com/job-listings-data-governance-analyst-data-lake-barclays-shared-services-pune-0-to-8-years-200525500114,Barclays,0-8 Yrs,Not Disclosed,Pune,"Data analysis, Change management, Data management, Project management, Business strategy, Assistant Vice President, Risk management, Stakeholder management, Save",N/A,data-analyst,pune,2025-12-04 12:15:14,Naukri
Data Analyst (ETL Tools),https://www.naukri.com/job-listings-data-analyst-etl-tools-alpha-analytics-services-pvt-ltd-pune-2-to-4-years-240919500049,Alpha Analytics Services,2-4 Yrs,Not Disclosed,Pune,"Data modeling, Consulting, Data Analyst, Scheduling, Informatica, Stored procedures, Unit testing, Pentaho, Save",N/A,data-analyst,pune,2025-12-04 12:15:15,Naukri
Data Analyst - Indirect Procurement,https://www.naukri.com/job-listings-data-analyst-indirect-procurement-world-courier-pune-3-to-8-years-041125504629,World Courier,3-8 Yrs,Not Disclosed,Pune,"Procurement, ERP, Data analysis, SAP, Microsoft Dynamics, Information technology, Ariba, SQL, Save",N/A,data-analyst,pune,2025-12-04 12:15:16,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-gyantu-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-150424501151,Gyantu,2-7 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Training, E-learning, Database design, Analytical, Database, Data Analyst, Troubleshooting, Data mining, Save",N/A,data-analyst,pune,2025-12-04 12:15:16,Naukri
Data Analyst - Client Data Integration,https://www.naukri.com/job-listings-data-analyst-client-data-integration-assent-pune-2-to-4-years-290925503066,Assent,2-4 Yrs,Not Disclosed,Pune,"ERP, Data analysis, SAP, XML, Oracle, SSIS, SQL, CRM, Save",N/A,data-analyst,pune,2025-12-04 12:15:17,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ms-guide-world-new-delhi-pune-bengaluru-1-to-4-years-260225502829,MS Guide World,1-4 Yrs,Not Disclosed,"Pune, New Delhi, Bengaluru","Automation, Data analysis, SAP, Data modeling, Hyperion, SAP CRM, Business intelligence, Analytics, Save",N/A,data-analyst,pune,2025-12-04 12:15:18,Naukri
Data Analyst - Logistics Domain (Remote),https://www.naukri.com/job-listings-data-analyst-logistics-domain-remote-elevati-infotech-pvt-ltd-pune-3-to-7-years-191124504983,Elevati Infotech,3-7 Yrs,Not Disclosed,Pune,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics, Save",N/A,data-analyst,pune,2025-12-04 12:15:19,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-anutham-technologies-pune-4-to-7-years-140525501861,Anutham Technologies,4-7 Yrs,Not Disclosed,Pune,"IT services, Business objects, Data analysis, SAS, Database design, XML, Consulting, Javascript, Save",N/A,data-analyst,pune,2025-12-04 12:15:19,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-ahoi-technology-recruitment-agency-mumbai-hyderabad-new-delhi-pune-chennai-1-to-2-years-190725500007,Ahoi Technology,1-2 Yrs,Not Disclosed,"Pune, Mumbai, Hyderabad, New Delhi, Chennai","audio visual, Computer science, Computer hardware, Helpdesk, Remote desktop, Active directory, Windows, microsoft, Save",N/A,data-analyst,pune,2025-12-04 12:15:20,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-piwheel-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-030625501730,Piwheel,5-10 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Computer science, Health insurance, Data analysis, Automation, Development Manager, Analytical, Market intelligence, Operations, Save",N/A,data-analyst,pune,2025-12-04 12:15:21,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-lubrizol-advanced-materials-india-pvt-ltd-pune-3-to-8-years-031125027684,Lubrizol,3-8 Yrs,Not Disclosed,Pune,"python, development, data analysis, analytical, documentation, presentation skills, verbal communication, microsoft azure, Save",N/A,data-analyst,pune,2025-12-04 12:15:21,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-hexonica-pune-3-to-5-years-260220501850,Hexonica,3-5 Yrs,Not Disclosed,Pune,"Computer science, SQL queries, Data analysis, Data modeling, Bfsi, Relationship, Data Analyst, Troubleshooting, Save",N/A,data-analyst,pune,2025-12-04 12:15:22,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-030125501914,Tech Stalwart Solution,6-9 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data, Save",N/A,data-analyst,pune,2025-12-04 12:15:23,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-leanquality-solutions-pune-1-to-2-years-090625503525,Leanquality Solutions,1-2 Yrs,Not Disclosed,Pune,"Computer science, Machine learning, Data collection, Statistical software, Data Analyst, data visualization, Data mining, Data warehousing, Save",N/A,data-analyst,pune,2025-12-04 12:15:34,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-kapgrow-corporate-advisory-services-pvt-ltd-pune-2-to-7-years-170624503207,Kapgrow Corporate Advisory Services Pvt. Ltd,2-7 Yrs,Not Disclosed,Pune,"Data collection, Data processing, Data Analyst, HR, Business operations, Data analysis, Operations, Hrsd, Save",N/A,data-analyst,pune,2025-12-04 12:15:35,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-diensten-tech-limited-pune-1-to-2-years-030325500481,Diensten Tech Limited,1-2 Yrs,Not Disclosed,Pune,"Data Analyst, Data, Data analysis, Save",N/A,data-analyst,pune,2025-12-04 12:15:36,Naukri
Data Analyst,https://www.naukri.com/job-listings-data-analyst-keywords-studios-pune-2-to-5-years-031025502582,Keywords Studios,2-5 Yrs,Not Disclosed,Pune,"Automation, Talent acquisition, Data modeling, Analytical, power bi, Data Analyst, Customer service delivery, VMS, Save",N/A,data-analyst,pune,2025-12-04 12:15:36,Naukri
